"competitor_article","ld_article","c_brand","c_name","c_dn","c_pn","c_thread_type","c_type","name","dn","pn","thread_type","type","price","url"
"SVB-0008-000025","LD 47.212.25","Stout","Кран шаровой полнопроходной угловой STOUT ВР/НР, ручка бабочка 1, американка","25.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.25.В-Н.У.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя/Наружная","угловой","1260","https://xn--d1an.xn--p1ai/products/17916--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_25_v_n_u_b_du_25_ru_40_babocka_s_birkoj/"
"SVF-0002-000015","LD 47.300.15","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя","кран латунный","321","https://xn--d1an.xn--p1ai/products/162--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka/"
"SVF-0002-000015","LD 47.300.15 R","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка (red)","15","40","Внутренняя","кран латунный","331","https://xn--d1an.xn--p1ai/products/2329--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_red/"
"SVF-0002-000015","LD 47.300.15 B","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка (blue)","15","40","Внутренняя","кран латунный","331","https://xn--d1an.xn--p1ai/products/2364--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_blue/"
"SVF-0002-000015","LD 47.300.15 W","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка (white)","15","40","Внутренняя","кран латунный","331","https://xn--d1an.xn--p1ai/products/2959--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_white/"
"SVF-0002-000015","LD 47.310.15","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя","кран латунный","321","https://xn--d1an.xn--p1ai/products/4108--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_s_birkoj/"
"SVF-0002-000015","LD 47.310.15 R","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","кран латунный","331","https://xn--d1an.xn--p1ai/products/4125--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_red_s_birkoj/"
"SVF-0002-000015","LD 47.310.15 W","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка (white) с биркой","15","40","Внутренняя","кран латунный","331","https://xn--d1an.xn--p1ai/products/17747--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_white_s_birkoj/"
"SVF-0002-000015","LD 47.310.15.1","Stout","Кран шаровой STOUT с фильтром 1/2 (ручка-бабочка)","15.0","30.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Б Ду 15 Ру 40 бабочка с биркой и хомутом","15","40","Внутренняя","кран латунный","321","https://xn--d1an.xn--p1ai/products/17880--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_b_du_15_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0004-200015","LD 47.302.15","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя/Наружная","кран латунный","362","https://xn--d1an.xn--p1ai/products/141--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka/"
"SVB-0004-200015","LD 47.302.15 R","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (red)","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/2292--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_red/"
"SVB-0004-200015","LD 47.302.15 W","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (white)","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/2960--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_white/"
"SVB-0004-200015","LD 47.312.15","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя/Наружная","кран латунный","362","https://xn--d1an.xn--p1ai/products/4112--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_s_birkoj/"
"SVB-0004-200015","LD 47.312.15 R","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (red) с биркой","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/4127--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_red_s_birkoj/"
"SVB-0004-200015","LD 47.312.15 W","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (white) с биркой","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/17751--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_white_s_birkoj/"
"SVB-0004-200015","LD 47.312.15.1","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка с биркой и хомутом","15","40","Внутренняя/Наружная","кран латунный","362","https://xn--d1an.xn--p1ai/products/17883--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0007-200025","LD 47.302.25","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя/Наружная","кран латунный","1046","https://xn--d1an.xn--p1ai/products/200--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka/"
"SVB-0007-200025","LD 47.302.25 W","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (white)","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/2120--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_white/"
"SVB-0007-200025","LD 47.302.25 R","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (red)","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/2337--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_red/"
"SVB-0007-200025","LD 47.302.25 B","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (blue)","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/2359--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_blue/"
"SVB-0007-200025","LD 47.312.25 B","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (blue) с биркой","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/4135--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_blue_s_birkoj/"
"SVB-0007-200025","LD 47.312.25 R","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (red) с биркой","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/4136--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_red_s_birkoj/"
"SVB-0007-200025","LD 47.312.25 W","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (white) с биркой","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/17753--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_white_s_birkoj/"
"SVB-0007-200025","LD 47.312.25","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя/Наружная","кран латунный","1046","https://xn--d1an.xn--p1ai/products/17756--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_s_birkoj/"
"SVB-0007-200025","LD 47.312.25.1","Stout","Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка с биркой и хомутом","25","40","Внутренняя/Наружная","кран латунный","1046","https://xn--d1an.xn--p1ai/products/17895--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_s_birkoj_i_homutom/"
